0.826419	1.772383	1
2.983425	3.768263	-1
7.947138	9.184168	2
9.693533	10.566731	-2
14.360982	15.317341	3
15.577222	16.523186	-3
19.797677	21.278994	4
21.772766	22.609581	-4
25.998419	27.406970	5
27.983904	28.716766	-5
31.824934	33.181509	6
33.467377	34.335377	-6
37.526707	38.857293	7
39.241858	40.089386	-7
43.270520	44.803037	8
45.220996	46.056915	-8
48.901224	50.364082	9
50.723991	51.490249	-9
55.100952	56.505760	10
57.016599	58.142766	-10
61.103311	62.612608	11
62.809977	63.854875	-11
66.873469	68.034467	12
68.371156	69.137415	-12
71.854150	73.154467	13
73.340227	74.257415	-13
77.392109	78.727256	14
78.959456	80.282993	-14
82.953288	84.567075	15
84.903764	86.087982	-15
88.560907	90.012154	16
90.325624	91.242812	-16
94.214966	95.805533	17
96.211882	97.152290	-17
99.927075	101.413152	18
101.656961	102.481270	-18
105.499864	107.264580	19
107.438730	108.483628	-19
111.537052	112.721270	20
112.825760	113.719728	-20
116.668662	118.259229	21
118.410159	119.292517	-21
122.520091	123.855238	22
123.971338	124.876916	-22
127.883900	129.184218	23
129.311927	130.182676	-23
133.247710	134.745397	24
135.000816	137.322812	-24
140.329796	142.396372	25
142.593741	143.824399	-25
147.191293	148.665760	26
148.747029	149.954467	-26
152.938231	154.296599	27
154.447528	155.550476	-27
158.069841	159.741678	28
159.846168	161.134875	-28
164.234739	165.198367	29
165.674376	166.440635	-29
169.749478	170.794376	30
171.270385	172.083084	-30
175.078458	176.355556	31
176.541315	177.423673	-31
180.523537	181.672925	32
181.881905	183.553742	-32
186.525896	187.477914	33
187.768163	189.393560	-33
191.936145	193.085533	34
193.329342	194.165261	-34
197.265125	198.182313	35
198.646712	199.389751	-35
202.443175	203.592562	36
203.894422	205.972608	-36
209.095692	210.047710	37
210.396009	212.149116	-37
214.505941	215.794649	38
216.119728	217.025306	-38
220.160000	221.460317	39
221.657687	222.841905	-39
225.697959	227.230476	40
227.636825	228.704943	-40
231.944127	232.745215	41
234.626032	236.321088	-41
239.537052	240.756100	42
241.429478	244.053333	-42
246.758458	249.649342	43
250.276281	253.724444	44
254.525533	262.153288	45
262.954376	269.827483	46
270.767891	273.716825	47
274.726893	278.767166	48
279.916553	285.988571	49
287.114739	290.156553	50
290.667392	295.752562	51
296.634921	303.798277	52
304.727075	309.800635	53
310.555283	315.594014	54
316.232562	320.075465	55
320.458594	324.220227	56
325.334785	328.620408	57
329.456327	332.776780	58
333.566259	336.166893	59
336.967982	339.847256	60
340.741224	343.724989	61
344.711837	348.299320	62
349.355828	352.490522	63
353.477370	356.693333	64
357.622132	362.022313	65
362.637642	366.294785	66
368.756100	376.476735	67
383.535601	386.519365	-43
387.587483	390.257778	-44
390.931156	395.459048	-45
396.318186	398.454422	-46
399.081361	400.938957	-47
401.414966	403.226122	-48
403.980771	406.024127	-49
406.581406	408.079093	-50
408.578322	410.807438	-51
411.202177	413.930522	-52
414.441361	416.728526	-53
417.425125	419.874830	-54
421.744036	423.462313	-55
424.112472	428.129524	-56
429.162812	430.985578	-57
431.519637	433.272744	-58
433.771973	435.223220	-59
435.513469	437.080816	-60
437.498776	439.251882	-61
439.809161	441.376508	-62
441.933787	443.303764	-63
443.837823	445.730249	-64
445.834739	447.843265	-65
448.319274	449.956281	-66
450.966349	454.948571	-67
