0.399321	1.614658	1
2.235633	3.424357	-1
7.859894	9.190555	2
9.634109	10.494603	-2
13.555124	14.939011	3
15.444663	16.154349	-3
19.995524	21.131021	4
21.645544	22.257648	-4
27.030286	28.254494	5
28.902082	29.966611	-5
34.047305	35.182803	6
35.457806	36.708627	-6
40.194960	41.516750	7
41.978046	42.820798	-7
46.892621	48.214411	8
48.684578	49.624911	-8
53.111244	54.814490	9
55.000782	56.100796	-9
60.820207	62.186353	10
62.484898	63.239546	-10
67.628118	68.847166	11
69.172245	70.228753	-11
74.129705	75.244263	12
75.697052	77.357279	-12
80.341043	81.699410	13
82.024490	83.197098	-13
86.296961	87.852698	14
88.108118	89.687075	-14
92.264490	93.762177	15
94.133696	95.283084	-15
100.252154	101.691791	16
102.005261	103.003719	-16
106.324172	108.077279	17
109.841995	110.677914	-17
114.706576	115.914014	18
117.167891	118.305669	-18
121.788662	122.996100	19
123.437279	124.354467	-19
127.872290	129.567347	20
129.764717	130.774785	-20
134.304218	135.871565	21
136.254694	137.079002	-21
140.631655	142.048073	22
142.396372	143.789569	-22
147.214512	148.445170	23
148.630930	149.443628	-23
152.775692	153.925079	24
154.145669	155.120907	-24
158.499410	159.869388	25
160.008707	161.088435	-25
164.757188	165.836916	26
166.161995	166.905034	-26
170.422857	171.816054	27
172.141134	172.930612	-27
176.239456	177.446893	28
177.690703	178.538231	-28
181.835465	183.089342	29
183.193832	184.227120	-29
187.582404	188.917551	30
189.312290	190.078549	-30
193.306122	194.095601	31
194.676100	195.419138	-31
198.762812	199.610340	32
199.935420	200.852608	-32
203.929252	204.962540	33
205.136689	206.042268	-33
209.014422	209.711020	34
210.105760	210.941678	-34
214.796190	219.683991	35
221.274558	226.313288	36
228.542404	231.897687	37
233.383764	236.576508	38
237.795556	241.313379	39
242.938776	247.269297	40
248.465125	251.681088	41
253.039456	257.706667	42
259.099864	264.382404	43
265.566621	271.267120	44
272.393288	284.130975	45
285.477732	291.619410	46
293.488617	296.727800	47
298.411247	305.307574	48
306.886531	311.170612	49
312.772789	317.370340	50
318.821587	322.780590	51
327.680000	330.594104	-35
331.975692	335.923084	-36
336.666122	339.406077	-37
340.625125	343.620499	-38
344.700227	347.881361	-39
350.783855	353.396100	-40
354.475828	358.040091	-41
359.758367	362.800181	-42
364.263039	367.618322	-43
369.174059	372.935692	-44
374.572698	380.412517	-45
382.688073	386.043356	-46
387.448163	389.781769	-47
391.024036	394.135510	-48
395.331338	398.442812	-49
399.243900	402.007075	-50
403.005533	405.385578	-51
