3.292551	4.972424	1
5.341996	6.820284	-1
10.180030	11.994293	2
12.195877	13.909348	-2
17.067509	18.545797	3
18.814577	20.024085	-3
23.887793	25.265289	4
25.534068	26.743577	-4
29.868140	31.514416	5
31.648806	32.723924	-5
35.915683	37.696348	6
37.998725	39.073844	-6
42.299200	44.012670	7
44.012670	45.054191	-7
48.111560	49.858628	8
50.060213	51.504903	-8
54.091908	55.838975	9
56.040560	58.056408	-9
60.744204	62.222492	10
62.356882	64.070353	-10
66.422175	68.337230	11
68.673204	70.185090	-11
73.309654	75.023124	12
75.191111	76.434217	-12
79.928353	81.339446	13
81.339446	82.716942	-13
85.303946	87.151806	14
87.151806	89.402836	-14
92.157828	93.669713	15
93.669713	95.114404	-15
97.902993	99.784451	16
99.784451	101.229141	-16
104.857667	106.571137	17
106.571137	108.015828	-17
111.006002	112.551485	18
112.551485	114.164163	-18
117.087142	118.666222	19
118.666222	119.808536	-19
123.336269	124.579375	20
124.848154	126.192053	-20
129.383811	130.962892	21
130.962892	132.844350	-21
135.700133	137.279214	22
137.279214	139.194269	-22
142.184443	143.864316	23
143.864316	145.174617	-23
148.635155	150.348625	24
150.348625	151.591731	-24
154.884282	156.396168	25
156.396168	157.706469	-25
159.957498	161.368591	26
161.603774	162.846880	-26
165.265897	166.844977	27
166.844977	168.155278	-27
171.279842	172.623740	28
172.623740	174.169223	-28
176.588240	180.451948	29
181.426274	185.054799	30
186.197113	189.355274	31
189.859236	193.084592	32
194.092516	197.452262	33
198.124211	201.618346	34
202.290295	210.857647	35
211.563194	216.300436	36
217.308359	222.952732	37
223.826266	226.178088	38
227.253207	231.352097	39
232.427215	237.769211	40
239.482682	256.852568	41
258.330856	263.908034	42
264.848763	275.129585	43
275.868729	281.412309	44
282.353038	287.392657	45
288.333386	294.884890	46
295.892814	302.041149	47
302.948280	318.033539	48
318.806280	323.980289	49
328.751128	331.539717	-29
332.346056	335.336230	-30
336.612933	339.502315	-31
343.164437	346.725768	-32
350.455086	353.109285	-33
354.251599	356.301044	-34
357.174578	363.054133	-35
363.961264	366.850645	-36
367.656984	369.975209	-37
370.277586	371.823069	-38
372.192641	376.963480	-39
377.601832	380.894383	-40
381.297552	388.353019	-41
389.024968	391.779959	-42
392.082337	398.297866	-43
399.137803	402.329561	-44
402.699133	406.428451	-45
407.133998	410.292159	-46
410.930511	414.189464	-47
414.391049	422.320049	-48
422.454439	425.780587	-49
