0.796109	2.327088	1
2.541425	4.317360	-1
7.379318	9.185873	2
9.185873	10.349417	-2
13.166418	14.819875	3
15.034212	16.167137	-3
19.290334	20.729454	4
20.882552	21.892998	-4
24.985575	26.424695	5
26.700271	28.047533	-5
31.568784	33.161002	6
33.436578	35.671807	-6
40.325983	41.887582	7
42.071299	43.081745	-7
46.541757	48.042117	8
48.195214	49.481237	-8
52.543194	54.012934	9
54.227271	55.452054	-9
58.483392	60.014371	10
60.198089	61.484111	-10
64.362351	66.046428	11
66.199526	67.332450	-11
70.547506	72.017246	12
72.017246	73.180789	-12
76.916378	78.477976	13
78.477976	80.805064	-13
83.468967	85.153044	14
85.153044	86.439066	-14
89.439785	91.001383	15
91.001383	92.471123	-15
95.533081	97.033440	16
97.217158	98.564419	-16
101.687616	103.004258	17
103.249214	104.290280	-17
106.801085	108.454542	18
108.699499	109.648706	-18
112.373848	113.935447	19
114.057925	115.374567	-19
118.222187	119.600068	20
119.783786	122.692646	-20
126.030180	127.408061	21
127.622398	130.041344	-21
132.766487	134.144368	22
134.358705	136.502075	-22
139.104739	140.605098	23
140.788816	142.013599	-23
145.320513	146.484057	24
146.667775	148.688667	-24
151.413809	152.791690	25
153.097886	154.077712	-25
157.170290	158.456312	26
158.823747	159.987291	-26
163.355444	164.702706	27
164.886423	166.172445	-27
169.234403	170.765382	28
170.949099	172.326980	-28
175.358318	176.399384	29
176.705580	177.807885	-29
180.839223	182.064006	30
182.247723	183.288789	-30
188.739074	191.127401	31
191.954129	194.771130	32
195.689718	200.772568	33
202.058590	204.446917	34
205.457363	208.090646	35
209.223571	211.918094	36
212.806061	220.675293	37
221.900076	229.248774	38
230.351079	237.485441	39
238.955180	244.221748	40
245.813966	250.927435	41
252.580892	257.663742	42
259.317199	264.736864	43
266.451561	270.034051	44
271.809987	278.546294	45
280.138512	284.731448	46
286.538003	294.009180	47
295.876974	307.206218	48
308.859675	313.850666	49
315.320406	322.240430	50
323.281496	330.170901	51
331.181347	336.447914	52
338.162610	341.193948	53
342.296253	345.143874	54
346.031842	349.736810	55
350.900354	357.116129	56
358.616488	361.862163	57
362.872609	365.781469	58
366.883774	371.691047	59
373.068928	379.560279	60
381.091257	384.275694	61
389.389163	390.889522	-31
391.073240	392.542979	-32
393.002273	396.064231	-33
396.370426	397.748307	-34
398.146362	399.463004	-35
399.830439	401.514515	-36
401.820711	404.943908	-37
405.127626	408.618257	-38
409.077551	413.027476	-39
413.486770	417.314217	-40
418.232805	420.682371	-41
420.988567	423.683089	-42
424.540437	428.735320	-43
429.623287	432.103473	-44
433.022060	438.013051	-45
439.268454	441.656781	-46
442.728466	448.025653	-47
448.760523	454.088329	-48
454.792580	458.191353	-49
459.722332	463.702877	-50
464.621464	468.448911	-51
469.122542	472.184500	-52
473.072467	475.215838	-53
476.318142	477.971600	-54
478.522752	480.911079	-55
481.615329	485.228439	-56
486.024548	487.739245	-57
488.964028	490.617485	-58
491.199257	494.322454	-59
494.904226	498.211140	-60
498.701053	501.548674	-61
